"~id","~labels","fileName","errorMessage","fileSource","total_chunks","processingTime","createdAt","fileSize","nodeCount","model","processed_chunk","fileType","relationshipCount","is_cancelled","status","updatedAt","content_offset","page_number","length","id","text","position","embedding","description"
"0","Document","cleaned_ctx_pd.pdf","","local file",65,233.73,"2024-09-23T14:46:29.621086000",212771,239,"openai-gpt-4o",65,"pdf",74,"false","Completed","2024-09-23T14:50:36.646623000",,,,,,,,
"1","Chunk","cleaned_ctx_pd.pdf",,,,,,,,,,,,,,,0,1,1175,"a09d61a828c666383b2648b8521b5f3e14cdc1f2","Definitions accepted offer is acceptance is entering a written agreement the offer of placement is accepted within the nominated tim navigate accepted offers offer status a ie accepted includes cancelled studylink ltigtpending conditionsltigt created by australian government department of education esos framework admission is students admission into a program covering the point of admission and record of ongoing status of their adm does not include cancelled ltigtall conditions have been metltigt created by australian government dictionary advanced diploma is the purpose of the advanced diploma qualification type is to qualify individuals who apply specialised uk level 4 equivalent qualification knowledge of the underlying concepts and principles associated with their areas of study an ability to present alumni is a graduate or former student when a student completes their studies they become an alumni of the institution applicant is data relating to a person who has applied for at least one of the programs offered by the institution created b application is applicants instruction to be considered for a programme of study by submitting an application form",1,"['-0.028172967955470085','0.019017869606614113','0.026219958439469337','0.01593800261616707','0.020942941308021545','0.006162898149341345','0.050998784601688385','0.020823443308472633','-0.08031544089317322','0.06614826619625092','0.05613984167575836','-0.04334217682480812','-0.004547140095382929','-0.039915744215250015','-0.0013324860483407974','-0.044259924441576004','0.01040305383503437','-0.09709882736206055','0.015587955713272095','-0.01984531059861183','-0.011198262684047222','0.07321720570325851','-0.022854968905448914','-0.022676102817058563','0.007844693027436733','-0.03618866950273514','-0.023092595860362053','-0.02456909604370594','0.06899388134479523','0.05259081721305847','0.037106625735759735','0.07101025432348251','0.02679397352039814','0.04647974669933319','0.00358519796282053','-0.007929932326078415','-0.023452702909708023','-0.04702136665582657','0.007975861430168152','-0.04971747100353241','-0.05195419862866402','-0.041134510189294815','0.0020744637586176395','0.009722082875669003','0.03904532641172409','-0.050599079579114914','-0.07920722663402557','-0.0674157589673996','-0.06426838785409927','0.005212351214140654','0.014982000924646854','-0.022102363407611847','-0.0199865885078907','-0.02292484976351261','-0.09869107604026794','0.0532853789627552','-0.0653739869594574','-0.04439409449696541','-0.07949570566415787','-0.06617601215839386','-0.0069352202117443085','-0.015000686049461365','-0.0607023686170578','0.0314781628549099','-0.003605138510465622','-0.024189528077840805','-0.026839179918169975','-0.04342562332749367','0.09071459621191025','-0.0035777834709733725','-0.015132584609091282','-0.03249354287981987','-0.09482992440462112','0.029330536723136902','0.001668433891609311','-0.03281259164214134','0.05656290054321289','0.07385662198066711','0.03397778421640396','0.04935922101140022','0.043030157685279846','0.04670464247465134','-0.03642893582582474','-0.14043597877025604','0.04205866530537605','-0.06265056133270264','-0.020831039175391197','-0.02439059689640999','0.016388989984989166','0.04035288095474243','0.101197250187397','-0.08076498657464981','-0.029207447543740273','0.04300333932042122','0.09132813662290573','-0.07686923444271088','0.03650831803679466','-0.018356991931796074','0.013030221685767174','0.020683029666543007','-0.04411981999874115','-0.009299552999436855','-0.08420335501432419','0.050536029040813446','-0.10166516155004501','-0.050341904163360596','0.06724032759666443','-0.03411044180393219','0.05496739223599434','-0.06936823576688766','-0.05308985337615013','-0.0904928669333458','0.0054051862098276615','-0.006809370592236519','-0.03911710903048515','0.0581764280796051','0.005475470330566168','0.03100750595331192','0.07497861236333847','-0.03301405906677246','0.0008664622437208891','0.06999483704566956','0.03538576140999794','-0.09988804906606674','-0.03260250389575958','-0.14358772337436676','-0.050529394298791885','6.646097388071392e-33','-0.016791144385933876','0.011120593175292015','-0.09297961741685867','0.05951761081814766','0.00042329408461228013','0.035453539341688156','-0.02880859561264515','-0.016297442838549614','0.002513897605240345','0.028537122532725334','-0.003349883249029517','0.08530304580926895','-0.003950722515583038','0.07460566610097885','0.048818688839673996','0.05058910325169563','0.02111244760453701','0.1367010772228241','0.05821754038333893','0.06559091806411743','0.055047884583473206','-0.015854083001613617','0.03541262075304985','-0.02087322063744068','-0.03631691634654999','0.03504912182688713','-0.01690933294594288','0.019419344142079353','0.053641706705093384','0.005908680614084005','0.04234514757990837','-0.03871466964483261','-0.0751693919301033','-0.02572016604244709','-0.01136506162583828','0.023500530049204826','0.023273976519703865','-0.07599278539419174','0.07547155767679214','-0.08826064318418503','-0.03379078209400177','0.020414628088474274','0.006106698419898748','-0.01003993209451437','0.01650831662118435','-0.006883790250867605','-0.0027791541069746017','-0.0567048005759716','0.09353545308113098','0.11432981491088867','-0.016764555126428604','-0.054491665214300156','-0.06956464797258377','-0.10966577380895615','-0.016337038949131966','0.061160773038864136','-0.025687700137495995','0.0859609991312027','-0.050959210842847824','-0.017193002626299858','-0.0009402759023942053','-0.03661985322833061','-0.05237468704581261','-0.054956987500190735','-0.06028088182210922','-0.020640449598431587','0.03985082730650902','-0.13871070742607117','0.090415820479393','-0.03127922862768173','-0.09536673128604889','-0.08613455295562744','0.01924191601574421','0.060342058539390564','0.008108790032565594','-0.037503354251384735','-0.008128066547214985','0.054275669157505035','0.02714899741113186','0.0009112230036407709','-0.020070280879735947','0.01067533902823925','-0.043637365102767944','-0.06899987161159515','0.07563837617635727','0.04012152552604675','0.01695588231086731','-0.05143645033240318','0.08890791982412338','-0.02985156513750553','0.012027683667838573','-0.008452984504401684','-0.07812821865081787','0.09292788803577423','0.09297580271959305','-8.462041468839971e-33','0.10267551988363266','0.022341115400195122','-0.07349091023206711','-0.007120866794139147','0.027701547369360924','0.038732316344976425','0.06964611262083054','-0.01800842583179474','0.05589167773723602','-0.04050854593515396','0.031220924109220505','0.019761011004447937','0.02241053245961666','-0.012230566702783108','-0.05724877864122391','-0.03969210386276245','-0.006263649556785822','0.027603769674897194','-0.0006067108479328454','0.07213736325502396','0.02695477567613125','-0.012239832431077957','0.03718226030468941','-0.01647319458425045','0.015634309500455856','-0.02220294252038002','0.008841763250529766','-0.009022998623549938','-0.07861166447401047','-0.0824630856513977','0.02816709689795971','-0.038002077490091324','-0.12508289515972137','0.025387102738022804','-0.02926637977361679','-0.06894189119338989','0.08867664635181427','0.041050542145967484','-0.06044916436076164','0.11204636096954346','0.07942859828472137','-0.013412670232355595','0.005626242607831955','0.03419049456715584','-0.036780014634132385','0.009824912063777447','0.0541062094271183','-0.020986203104257584','0.07056805491447449','-0.02695431560277939','0.029234973713755608','0.05114981159567833','0.09266591817140579','0.00983204785734415','0.07923812419176102','-0.02796033024787903','0.0070516569539904594','-0.062493763864040375','-0.033598270267248154','0.03749074786901474','0.15367491543293','0.04969237744808197','0.02233101800084114','0.03052898682653904','0.032642610371112823','-0.05335911735892296','-0.03734061121940613','0.014162273146212101','-0.0862637460231781','0.0464802011847496','0.011372528038918972','-0.08328118920326233','0.008130593225359917','-0.08753093332052231','0.07870100438594818','-0.030737590044736862','0.0142895532771945','-0.02050360105931759','0.007598144467920065','-0.05933069810271263','-0.09253933280706406','0.06454267352819443','0.005420327186584473','0.05864011496305466','0.021948231384158134','-0.04810124263167381','0.001998470863327384','0.03037646785378456','0.07047386467456818','0.0076115974225103855','0.0247584767639637','-0.04600316286087036','-0.0019120711367577314','-0.030229318886995316','-0.008705844171345234','-5.027374072597013e-8','-0.04071991890668869','-0.029684126377105713','-0.08673864603042603','-0.0771213173866272','0.020334864035248756','0.04513343796133995','-0.07666192203760147','-0.0630277544260025','0.030869843438267708','-0.05220946669578552','-0.03902922198176384','-0.007453264202922583','-0.06933744996786118','-0.04649513587355614','0.04948916658759117','0.07018521428108215','-0.034859295934438705','0.0332380086183548','-0.007994349114596844','0.08027013391256332','-0.024038419127464294','-0.023684188723564148','0.012634147889912128','0.011562402360141277','0.01952526345849037','0.06692615896463394','0.024686332792043686','-0.010116239078342915','-0.017951954156160355','0.07203292101621628','-0.04266025498509407','-0.003663969924673438','0.12022440880537033','-0.03278873860836029','0.014004040509462357','0.001641793642193079','0.06212540343403816','-0.0434437058866024','-0.01906943880021572','0.027162889018654823','-0.033816538751125336','-0.04467558115720749','0.05736628547310829','0.027251768857240677','0.002545261988416314','0.08562608808279037','-0.054556164890527725','0.04880082607269287','-0.045899830758571625','-0.011643067933619022','-0.06745605915784836','-0.01696864329278469','-0.02725241892039776','-0.011685024946928024','-0.03393111377954483','-0.022047385573387146','-0.016292335465550423','-0.008921136148273945','-0.03926948830485344','-0.05754469707608223','0.08311387896537781','-0.028707755729556084','0.020254988223314285','0.00609670439735055']",
"2","Chunk","cleaned_ctx_pd.pdf",,,,,,,,,,,,,,,1175,1,1186,"6eb5dcd06e9c079aa10138305d9919bb56774942"," institution created b application is applicants instruction to be considered for a programme of study by submitting an application form navigate application new n offer created by caudit aqf australian qualifications framework is the aqf is the national policy for regulated qualifications in australian education articulation is arrangements enabling students to progress from a completed qualification to another with admission and assessment is assessment is the process of appraising evaluating and making a judgment about someones knowledge skil assessment may be formative or summative and occur via a number of tactics eg written and oral tests and examinations assessment result is the mark given for an assessment item created by the university of western australia associate degree is qualification type for individuals who apply underpinning technical and theoretical knowledge in a ran attrition is the proportion of students commencing a course of study in a given study period who neither complete nor re award is recognized certification of achievement or competence that may be granted to a student after completion of all bachelor degree is qualifies individuals who",2,"['0.01958663947880268','0.0069529153406620026','-0.1066136285662651','0.036021966487169266','-0.060638539493083954','0.0808943584561348','0.056647270917892456','-0.016962047666311264','-0.050833143293857574','0.042043332010507584','0.008931935764849186','-0.08110233396291733','0.0558142215013504','0.04128264635801315','-0.07356136292219162','0.07107702642679214','-0.05136330798268318','-0.07470837235450745','0.016987740993499756','-0.039308495819568634','-0.012548179365694523','0.052605096250772476','-0.016111887991428375','-0.028963124379515648','-0.005970506928861141','-0.05166114121675491','-0.06016099825501442','-0.005766744259744883','0.07630892843008041','0.02804829552769661','0.04513080045580864','0.07737118750810623','0.06004897132515907','0.028104746714234352','0.06120733544230461','0.04180167615413666','-0.0013841248583048582','0.017440468072891235','-0.02718140184879303','-0.00856091920286417','0.01780141331255436','-0.05163724347949028','0.02791757322847843','0.016715439036488533','0.06940816342830658','-0.00010616073996061459','-0.016990406438708305','0.0026618926785886288','-0.10278685390949249','0.04266749322414398','-0.060674119740724564','0.017415007576346397','0.009856997057795525','-0.03487561643123627','-0.08725457638502121','0.06471079587936401','-0.027674486860632896','-0.014199147000908852','-0.12371407449245453','-0.06302204728126526','-0.05896425247192383','0.011549393646419048','-0.04171222075819969','0.022183015942573547','0.05383837968111038','0.024261754006147385','-0.091718889772892','-0.03449297696352005','0.07214375585317612','-0.017986657097935677','-0.0589686743915081','-0.07368793338537216','-0.04298999905586243','0.021445179358124733','0.023889241740107536','-0.028555594384670258','0.0035816349554806948','0.05753578245639801','-0.0038948901928961277','-0.00639655627310276','0.060946669429540634','0.024822833016514778','-0.018353980034589767','-0.0719669908285141','0.032368410378694534','-0.0772056132555008','0.06564643979072571','-0.07763988524675369','0.022291356697678566','0.03179971128702164','0.08455105125904083','-0.07270979136228561','0.013236409053206444','0.03059299662709236','0.09572724997997284','-0.053516704589128494','0.026990551501512527','-0.062403321266174316','0.08381602168083191','0.05100396275520325','-0.029226744547486305','-0.0346822515130043','-0.04022194817662239','0.06926186382770538','-0.08283373713493347','-0.014966114424169064','-0.01133251003921032','-0.02152062952518463','0.062034182250499725','-0.0790424570441246','0.01283283717930317','0.046437818557024','0.05556902661919594','-0.04386838898062706','0.04175803065299988','0.06851214915513992','0.011837232857942581','0.07879813760519028','0.06399273127317429','0.0023381770588457584','0.01886710152029991','0.022267498075962067','-0.02092074416577816','-0.09417114406824112','0.021934518590569496','-0.12644515931606293','-0.045576389878988266','6.680450475790204e-33','0.029883064329624176','0.050219494849443436','0.000984197948127985','0.045802127569913864','-0.05072246491909027','-0.05787954479455948','0.0248765479773283','0.04093476012349129','-0.00555000826716423','0.04532470181584358','0.05309978500008583','0.07266107946634293','0.030803024768829346','0.03212646022439003','0.05360379070043564','0.04486492648720741','0.0017393946181982756','0.04900684952735901','0.021922050043940544','0.08219940960407257','0.01858355477452278','-0.013890107162296772','0.022846650332212448','-0.03230375424027443','0.0269984919577837','0.005599107127636671','0.04535359516739845','0.011621896177530289','-0.051590364426374435','0.00963054969906807','0.06500694900751114','-0.0017767734825611115','-0.14649006724357605','-0.05593987554311752','-0.025866497308015823','-0.011389224790036678','0.004655004478991032','-0.008301465772092342','0.045638639479875565','-0.06699608266353607','-0.011894836090505123','-0.01178628858178854','0.07433931529521942','0.03896205127239227','-0.03423021361231804','-0.039745837450027466','0.016657818108797073','-0.03378424793481827','0.0036663939245045185','0.13732843101024628','0.017243744805455208','-0.11771879345178604','0.024023376405239105','-0.03929014503955841','0.010911688208580017','0.02580970898270607','0.018908146768808365','0.07605442404747009','-0.07112342864274979','0.012025264091789722','0.01732007786631584','-0.03212187811732292','-0.12210913747549057','-0.03038703091442585','-0.0845782682299614','-0.03395136818289757','0.023134317249059677','-0.10307209193706512','0.0762595608830452','-0.05771838128566742','-0.1059102863073349','-0.02155400812625885','0.006783362478017807','0.0017376940231770277','-0.018047025427222252','-0.05369237810373306','-0.03293189778923988','0.03543904796242714','0.05871076136827469','-0.010777479037642479','-0.05708203464746475','0.0504956915974617','-0.01766505092382431','-0.1099911779165268','-0.010258774273097515','-0.0029764180071651936','0.05111425742506981','-0.01262060459703207','0.04411184415221214','-0.07375819981098175','-0.0286466833204031','-0.008567426353693008','-0.012448466382920742','0.09083697944879532','0.08601944148540497','-6.418263807678985e-33','0.04957956448197365','-0.025857536122202873','-0.13350799679756165','0.056924350559711456','0.05302083119750023','-0.04814858362078667','0.12915745377540588','0.0013941326178610325','-0.022051719948649406','-0.04631673917174339','-0.048509564250707626','-0.0000059953549680358265','0.018273502588272095','-0.011231853626668453','-0.0033143945038318634','-0.021168069913983345','0.01211056113243103','0.0279584638774395','-0.02272847853600979','0.06856439262628555','0.02121541276574135','0.0743422880768776','0.06924460083246231','-0.045603781938552856','-0.020440351217985153','-0.029935356229543686','0.08648564666509628','-0.046700600534677505','-0.030257629230618477','-0.015619051642715931','0.0022767812479287386','-0.04010194540023804','-0.08757714182138443','0.014878053218126297','-0.06347666680812836','-0.08236377686262131','0.08735424280166626','-0.025447914376854897','-0.07009921967983246','0.09122974425554276','0.024021880701184273','0.028532909229397774','-0.05695313215255737','0.01974557898938656','0.010946737602353096','-0.010601534508168697','0.027055950835347176','0.003553729970008135','0.07986397296190262','-0.028110235929489136','0.014873459935188293','-0.010911828838288784','0.12905016541481018','0.035570088773965836','0.007469928823411465','-0.0142256123945117','0.05432523414492607','-0.05603965371847153','-0.0935865044593811','0.08705156296491623','0.13119660317897797','0.07069913297891617','0.016856450587511063','0.03436168283224106','0.05252617970108986','-0.04088853672146797','-0.09243865311145782','0.04575534537434578','-0.05417986959218979','0.024141253903508186','-0.03744417428970337','-0.011663975194096565','0.013192175887525082','-0.042658913880586624','0.005751010030508041','-0.008706898428499699','0.0049659488722682','-0.008755669929087162','-0.03038647212088108','-0.05869457125663757','-0.09843895584344864','-0.017744936048984528','-0.00003116212974418886','0.08228113502264023','-0.02984413504600525','-0.013184178620576859','0.07930392771959305','-0.050936926156282425','0.05031531676650047','-0.025187626481056213','0.009257395751774311','-0.005121534690260887','0.001985340379178524','-0.0024960327427834272','-0.059619199484586716','-4.8828166399061956e-8','-0.061181675642728806','-0.034030672162771225','-0.07950257509946823','-0.018886033445596695','0.01629210263490677','0.03791426122188568','-0.04500385746359825','-0.04080934822559357','0.03166510909795761','-0.040583331137895584','-0.045786600559949875','-0.02920336276292801','-0.034409210085868835','0.006226964760571718','0.030149884521961212','0.051654089242219925','0.05073695629835129','0.0676581859588623','-0.03699306771159172','0.04495277628302574','0.04520483314990997','-0.0521499365568161','-0.05635305121541023','0.05814407765865326','-0.017171790823340416','-0.0033946260809898376','0.029012085869908333','0.030276542529463768','0.04804426431655884','0.03903675824403763','-0.045584190636873245','0.0043701594695448875','0.08032717555761337','-0.06590592116117477','0.02615036815404892','0.026602018624544144','0.038341641426086426','-0.061737462878227234','0.058264393359422684','0.05361732095479965','-0.06250983476638794','-0.018322546035051346','0.05681375786662102','0.04338519275188446','-0.0055405995808541775','-0.0068331267684698105','-0.12497242540121078','0.04000252112746239','0.03637519106268883','0.03509645536541939','0.023838261142373085','-0.03306425362825394','-0.08883670717477798','-0.04115866869688034','-0.027373110875487328','-0.0049068015068769455','0.07173237204551697','-0.03445503115653992','-0.039276573807001114','-0.009542635641992092','0.06118536368012428','-0.026797320693731308','0.02371068112552166','-0.024399900808930397']",
"3","Chunk","cleaned_ctx_pd.pdf",,,,,,,,,,,,,,,2361,1,1123,"60959907fc7fa4aaad8575110a0204f551eed800"," or competence that may be granted to a student after completion of all bachelor degree is qualifies individuals who apply a broad and coherent body of knowledge in a range of contexts to unde bachelor honours degree is qualifies individuals who apply a body of knowledge in a specific context to undertake profess budget enrolment is the estimated enrolment at census number as agreed with finance created by null budget enrolment is the estimated enrolment at census number as agreed with finance created by oracle glossary business unit is a unit formed by a higher education provider to undertake particular functions or a unit that is used for st campaign is data related to a set of communication activities to achieve a specified goal eg public warning awareness cam campus is data relating to an institutions campus locations the grounds and buildings where the institution conducts its le cancellation is withdrawn from course prior to census created by morgan state university census date is the date after which a student incurs a debt for a unit of study in which they are enrolled students must ma certhe is u",3,"['-0.013761833310127258','-0.03251069039106369','-0.04092536121606827','0.024811161682009697','-0.04939684271812439','0.05388198420405388','0.028568733483552933','0.0009505984489805996','-0.02031918428838253','-0.03638528287410736','0.05115111172199249','-0.07090800255537033','0.07190548628568649','-0.021375950425863266','-0.028039172291755676','-0.06307240575551987','0.009731478989124298','-0.06535380333662033','-0.006670174654573202','0.010296054184436798','0.053609199821949005','0.04483789578080177','-0.02591382898390293','0.009003503248095512','-0.004598185885697603','-0.04595082625746727','0.009983071126043797','-0.04407930746674538','0.02802588976919651','0.015221444889903069','0.06012467294931412','0.10436829179525375','0.10197701305150986','0.015646521002054214','0.053534071892499924','-0.020837614312767982','0.05618249997496605','0.04855286329984665','0.02770867384970188','0.04974677786231041','-0.08770035952329636','-0.015162738971412182','0.004617662634700537','0.03492295369505882','0.013076302595436573','0.011136224493384361','0.00032263604225590825','-0.013176976703107357','-0.08905383944511414','0.048943255096673965','-0.02197989448904991','0.04997831583023071','-0.033428311347961426','0.07912269234657288','-0.04953986778855324','0.0406569205224514','-0.03486093133687973','-0.058609478175640106','-0.08816508948802948','-0.06170346587896347','-0.04980295151472092','0.036043930798769','0.01998862437903881','0.016461532562971115','0.018648957833647728','0.02593133971095085','0.003118956694379449','0.017868250608444214','0.013419431634247303','-0.046718426048755646','0.061439841985702515','-0.06777437031269073','-0.09169480949640274','0.1109861433506012','0.04591728374361992','0.006380809936672449','0.03182948753237724','0.05835941806435585','0.0940779373049736','-0.05685143172740936','0.021935448050498962','0.08414041996002197','-0.06661789119243622','-0.029407458379864693','0.005204590503126383','-0.045174356549978256','0.021926524117588997','-0.0029824369121342897','0.025669556111097336','0.031851477921009064','0.02017790824174881','-0.05346425622701645','-0.012873688712716103','0.030837727710604668','0.03241218253970146','-0.026774536818265915','-0.06295214593410492','-0.04230218008160591','0.0860329195857048','0.0595354288816452','-0.11913160234689713','0.05402425676584244','-0.02312384359538555','0.0403900146484375','-0.12197963893413544','-0.02725149132311344','0.06134160980582237','0.02891561947762966','0.04155917465686798','-0.037082478404045105','0.03912543132901192','-0.05363570526242256','-0.04914918541908264','-0.05770918354392052','0.038550641387701035','-0.019717801362276077','-0.006762177683413029','-0.012949560768902302','0.0669589638710022','-0.011473922990262508','0.007729367818683386','0.05691760405898094','-0.02428467571735382','-0.05036931112408638','-0.041285641491413116','-0.0671917051076889','-0.007599713280797005','6.900707260407591e-33','-0.04262197017669678','-0.025305306538939476','0.011528510600328445','0.07913299649953842','-0.0196324922144413','-0.007512503303587437','-0.03503553196787834','0.06672456860542297','-0.0597192756831646','0.06714151799678802','0.014790625311434269','0.07147747278213501','0.03109860233962536','0.04395225644111633','0.09911737591028214','0.014597761444747448','0.030265502631664276','0.17384469509124756','0.0156220942735672','0.03350785747170448','0.07132929563522339','0.004819414112716913','0.0422392413020134','-0.07953284680843353','0.08669191598892212','-0.02704141102731228','-0.017122283577919006','0.09452205151319504','0.055630750954151154','0.005028639920055866','0.10572852939367294','-0.058112356811761856','-0.06787969917058945','-0.035514503717422485','0.061904426664114','0.029016956686973572','-0.01196108665317297','-0.004487503319978714','0.018335426226258278','-0.04350990056991577','-0.005874389782547951','0.03361057490110397','0.049165863543748856','0.03657236322760582','-0.020540431141853333','-0.024498721584677696','0.0401393324136734','-0.024793555960059166','0.003005044534802437','0.027218986302614212','0.016901936382055283','-0.03534192964434624','-0.039988916367292404','-0.06753262132406235','-0.0005471789045259356','-0.024856092408299446','0.028018061071634293','0.005230666138231754','-0.08152063935995102','-0.056947965174913406','-0.027853798121213913','-0.054846107959747314','-0.10607513785362244','-0.0054147569462656975','-0.003380604088306427','-0.05526943504810333','-0.05489400774240494','-0.033207498490810394','0.13680116832256317','-0.1585473269224167','-0.04245777800679207','-0.05195392295718193','-0.016505075618624687','0.07597203552722931','-0.017109816893935204','0.029354875907301903','-0.0466037355363369','-0.02572224847972393','-0.02072262018918991','0.08743935078382492','-0.044725608080625534','-0.07172124087810516','-0.07770222425460815','-0.01748691499233246','0.043377287685871124','0.019670093432068825','0.09062381833791733','-0.040468499064445496','0.03176547959446907','-0.03101132996380329','-0.0031347828917205334','-0.010807906277477741','-0.06767383217811584','0.11111357063055038','0.018404686823487282','-8.380252041277695e-33','0.012217977084219456','0.012145922519266605','-0.06481698900461197','-0.01758584938943386','0.017064407467842102','0.029612867161631584','0.09099320322275162','-0.028198514133691788','-0.014022220857441425','-0.07200291007757187','-0.06767336279153824','-0.08887983113527298','-0.0011348581174388528','0.032775215804576874','-0.013978008180856705','0.017117168754339218','0.004668037872761488','-0.03782016783952713','-0.0984165221452713','0.09548301994800568','0.025846242904663086','0.024057680740952492','-0.00569708738476038','-0.03411538526415825','-0.013321874663233757','0.013547717593610287','-0.04937081038951874','0.06646938621997833','0.0041091651655733585','0.02503482811152935','0.04141443222761154','-0.07312509417533875','-0.1264018714427948','0.01402862835675478','-0.14907868206501007','-0.038079939782619476','0.12660880386829376','-0.056548696011304855','-0.06446298956871033','0.034056004136800766','0.04912330210208893','0.012995906174182892','-0.06169097498059273','0.02130669355392456','0.028450412675738335','0.006175969261676073','0.06752406060695648','-0.01101783849298954','-0.00216520088724792','-0.04793167859315872','-0.04124019294977188','0.024714577943086624','0.028292937204241753','0.04055680334568024','0.07162564992904663','0.011224186979234219','-0.009441738948225975','-0.04646047204732895','-0.014466882683336735','0.017055410891771317','0.15042509138584137','0.02099107950925827','0.0014033138286322355','0.06059151142835617','-0.07016432285308838','-0.04818936437368393','-0.04929634928703308','0.029695063829421997','-0.06518960744142532','-0.028469564393162727','0.015299766324460506','-0.052604708820581436','0.011125738732516766','-0.09115283191204071','-0.053047504276037216','-0.0001923653035191819','0.013114131055772305','-0.06263479590415955','-0.046120528131723404','-0.03835068643093109','-0.037621334195137024','-0.10916963219642639','-0.04571869224309921','0.047519978135824203','-0.03053208626806736','-0.0894073098897934','0.08737379312515259','-0.008257294073700905','0.037271689623594284','-0.0413924977183342','-0.07201613485813141','-0.06582538783550262','-0.07661493867635727','0.04891709238290787','-0.010460637509822845','-5.958715121323621e-8','-0.06363167613744736','-0.023763811215758324','-0.024494582787156105','0.02363262139260769','0.029040686786174774','-0.0657985508441925','-0.026890618726611137','-0.08899875730276108','0.06262152642011642','-0.015156100504100323','0.007722913287580013','-0.0279429592192173','-0.08606499433517456','-0.048013389110565186','0.04312474653124809','0.0582815445959568','0.01955520361661911','-0.024494897574186325','-0.005504627246409655','-0.0010743570746853948','0.018444163724780083','-0.04232775419950485','-0.0566120482981205','0.0365937165915966','0.002044608350843191','0.003971276339143515','0.014050314202904701','0.10256034880876541','0.0448799803853035','0.015790918841958046','-0.001182258129119873','0.017773499712347984','0.0661771297454834','-0.07314451038837433','0.05192383751273155','-0.02691412717103958','0.0007437833119183779','0.023950474336743355','0.044510070234537125','-0.010272389277815819','0.025850459933280945','-0.027026208117604256','-0.03922833502292633','0.06289659440517426','0.08847202360630035','0.04938173666596413','-0.0521501749753952','0.07017072290182114','0.011572515591979027','-0.04981791973114014','-0.01646621711552143','-0.015339831821620464','-0.03519625589251518','0.011228024028241634','-0.018577933311462402','0.03910088911652565','-0.007703517097979784','0.003423160407692194','-0.07392218708992004','-0.021871443837881088','0.017459677532315254','0.0019461449701339006','0.017308881506323814','-0.07003440707921982']",
